salesperson_name,client_name,month_year,total_amount
CAROL,EAT N GO LIMITED,24-Oct,32480
CAROL,ECOZYM LIMITED,24-Oct,39558.32
CAROL,FINSBURY TRADING LTD,24-Oct,5428.8
CAROL,FLORENZA LIMITED,24-Oct,14418.8
CAROL,IZYCUT LABELS,24-Oct,5742
CAROL,JANI COSMETICS KENYA LTD,24-Oct,133697.656
CAROL,JUBILEE TISSUE INDUSTRIES LIMITED,24-Oct,136543.6
CAROL,KENPOLY MANUFACTURERS LIMITED,24-Oct,875397.364
CAROL,MALACHITE LIMITED - DR,24-Oct,839337.8128
CAROL,MIA WINES & SPIRITS INTERNATIONAL,24-Oct,30276
CAROL,NABICO ENTERPRISES LIMITED,24-Oct,818.032
CAROL,NESTLE KENYA LIMITED,24-Oct,711245.3
CAROL,PRADIP ENTERPRISES (EA) LTD,24-Oct,262508
CAROL,RELIANCE HOTELS LTD,24-Oct,30450
CAROL,REX INTERNATIONAL LTD,24-Oct,4872
CAROL,ROSETO LIMITED,24-Oct,11658
CAROL,ROSHNI DISTRIBUTORS LIMITED,24-Oct,66990
CAROL,SIERRA FLORA LIMITED,24-Oct,42293.6
CAROL,SOUTH LEMON LIMITED,24-Oct,42983.8
CAROL,TOP FOOD LIMITED,24-Oct,1089935.304
CAROL,TULIVU GARDENS LIMITED,24-Oct,25984
CAROL,VIVA GLOBAL LIMITED,24-Oct,22085.472
CAROL,X-CENTRIC LIMITED,24-Oct,1392
CAROL,CHEMICALS AND SCHOOL SUPPLIES LIMITED,24-Oct,30160
CAROL,GLACIER PRODUCTS LTD,24-Oct,93960
CAROL,IDEAL MANUFACTURING COMPANY LIMITED,24-Oct,9280
YVETTE,MCDAVE HOLDING LIMIED,24-Nov,337351.2
YEMANE,CANAAN WATER COMPANY LTD,24-Nov,1881981.448
YEMANE,ELIA FOOD OVERSEAS LTD,24-Nov,77323.4423
YEMANE,INCUTI FOODS LTD,24-Nov,103654.6836
YEMANE,KASESA DISTILLERS AND DISTRIBUTORS LIMITED RWANDA,24-Nov,2064051.699
YEMANE,RAHMA PURIFIED WATER,24-Nov,104017.2
YEMANE,STARLAND MINERAL WATER,24-Nov,456085.64
YEMANE,ZARA ENTERPRISES SRL,24-Nov,135595.564
TONY,ACEE LIMITED,24-Nov,980710.4
TONY,AQUAMIST LIMITED,24-Nov,1301629.388
TONY,BIDCO AFRICA LIMITED DR,24-Nov,1488888.791
TONY,BLOWPLAST LIMITED,24-Nov,627097.508
TONY,BOBMIL INDUSTRIES LTD DR,24-Nov,251430
TONY,CANON CHEMICALS LTD,24-Nov,122941.44
TONY,EDIBLE OIL PRODUCTS LIMITED,24-Nov,745079.6
TONY,GENERAL PLASTICS LIMITED,24-Nov,57002.4
TONY,GOLDEN AFRICA KENYA LIMITED,24-Nov,2264438.552
TONY,KEVIAN KENYA LIMITED,24-Nov,297413.0322
TONY,MENENGAI OIL REFINERIES LIMITED,24-Nov,448456
TONY,MVITA OIL,24-Nov,1406546.4
TONY,PLUS EX PRODUCTS,24-Nov,43096.32
TONY,PZ CUSSONS EAST AFRICA LIMITED,24-Nov,1019631.764
TONY,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,24-Nov,20288.4
TONY,SILAFRICA  KENYA LIMITED,24-Nov,276707.3512
TONY,TECHPAK INDUSTRIES LIMITED,24-Nov,3964404.726
TONY,Ultravetis E.a. Limited,24-Nov,27840
SHIV,DARSH INDUSTRIES LTD,24-Nov,62176.8264
SHIV,MILLY FRUIT PROCESSORS LTD,24-Nov,60890.72
SHIV,PORTA CONSULTANCY LTD,24-Nov,6380
SHIV,RICHARD MUTISO DR,24-Nov,31969.6
SHIV,SUPERSLEEK LIMITED DR,24-Nov,683444.16
SHIV,T.M.ABDULHUSEIN & SONS,24-Nov,501558.48
SHIV,TAIFA IMPORTS LIMITED-DR,24-Nov,3897.6
SHIV,TRI-CLOVER INDUSTRIES LIMITED,24-Nov,330630.624
SHEENA,A-TECH LIMITED,24-Nov,962.8
ROBERT,KENTASTE PRODUCTS,24-Nov,18096
RACHAEL,IMPACT CHEMICALS,24-Nov,40124.4
RACHAEL,RELIABLE PACKERS LIMITED,24-Nov,1930938.39
RACHAEL,YOPLAN BRANDS LTD,24-Nov,194230.4
PETER KATU,ABYSINIA LIMITED,24-Nov,21460
PETER KATU,AGRISCOPE AFRICA LIMITED,24-Nov,63298.88
PETER KATU,DEMKA DAIRY LTD,24-Nov,1700652.8
PETER KATU,FARMING SOLUTIONS LIMITED,24-Nov,220400
PETER KATU,FORFOODS KENYA LTD,24-Nov,22034.2
PETER KATU,GITHUNGURI DIARY FARM CS LTD.,24-Nov,143840
PETER KATU,HAPPY COW LIMITED,24-Nov,123940.2
PETER KATU,HASANAT VENTURES LTD,24-Nov,14755.2
PETER KATU,HK EMPIRES LIMITED,24-Nov,2598.4
PETER KATU,JAMA AGRO SERVICES,24-Nov,121504.2
PETER KATU,JOMUS SPICES LIMITED,24-Nov,169215
PETER KATU,KALON FOODS LIMITED,24-Nov,0
PETER KATU,KATHY'S FRESH LTD,24-Nov,4454.4
PETER KATU,KINGS FOOD PROCESSERS LIMITED,24-Nov,41760
PETER KATU,LAKE GAS LTD,24-Nov,13641.6
PETER KATU,LOKI VENTURES LIMITED,24-Nov,13572
PETER KATU,LUFION MANUFACTURERS,24-Nov,9396
PETER KATU,MELPHINA COMPANY LIMITED,24-Nov,88856
PETER KATU,MUKURWE-INI WAKULIMA DAIRY LTD,24-Nov,603876.28
PETER KATU,PALM HOUSE DAIRIES,24-Nov,45230.952
PETER KATU,PAPA FARMERS LIMITED,24-Nov,25965.44
PETER KATU,PERA FOODS,24-Nov,94280.16
PETER KATU,PICKED & PACKED FRESH PRODUCE LIMITED,24-Nov,19634.16
PETER KATU,SINGLE LINE INVESTMENTS K LIMITED,24-Nov,15062.6
PETER KATU,SIVAT AGRIBUSINESS LIMITED,24-Nov,57573.12
PETER KATU,SLOPES CREAMERIES KENYA LTD,24-Nov,8700
PETER KATU,TATU MILK LIMITED,24-Nov,692380.8
PETER KATU,THE KIKOY CO LTD,24-Nov,7830
PETER KATU,TOP COW DAIRIES LTD,24-Nov,220168
PETER KATU,UNI RITE SYSTEMS AND SUPPLIES LIMITED,24-Nov,14494.2
PETER KATU,UPLANDS DAIRIES LIMITED,24-Nov,86665.92
PETER KATU,ZERO FOUR DROPS,24-Nov,61561.2
MOHAMED,ADSOPACK INDUSTRIES LIMITED,24-Nov,153120
MOHAMED,BERRY.COM LTD,24-Nov,34104
MOHAMED,BIZMED  SOLUTION,24-Nov,32712
MOHAMED,CHANDARIA INDUSTRIES LTD,24-Nov,124700
MOHAMED,DAVID FOSIL,24-Nov,103008
MOHAMED,GLOBAL MARK FOODS LTD,24-Nov,49378.88
MOHAMED,GOLD CROWN BEVERAGES (KENYA) LIMITED,24-Nov,514.8
MOHAMED,JACKSON MUREMERA,24-Nov,92707.2
MOHAMED,JACNZU AGENCIES,24-Nov,40600
MOHAMED,JOSQUINE PACKAGING LIMITED,24-Nov,343360
MOHAMED,KAKIS COMPANY LIMITED,24-Nov,33408
MOHAMED,KOMAX INVESTMENTS LTD,24-Nov,53592
MOHAMED,MEILLEUR PRINT LTD,24-Nov,10515.4
MOHAMED,MILLY FRUIT PROCESSORS LTD,24-Nov,45936
MOHAMED,NARCOL ALUMINIUM ROLLING MILLS LIMITED,24-Nov,134904.81
MOHAMED,PALM COAST BEAUTY PRODUCTS,24-Nov,131027.8
MOHAMED,PHILIP MOSES,24-Nov,133910.4
MOHAMED,PLASITEK LIMITED,24-Nov,148712
MOHAMED,PORT CROSS LTD,24-Nov,39789.856
MOHAMED,SARAYA KENYA COMPANY LTD,24-Nov,343128
MOHAMED,TERRAMAS CONSTRUCTION COMPANY LTD,24-Nov,35623.6
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,24-Nov,26072.392
MOHAMED,VIPINGO INDUSTRIES,24-Nov,57185.1
MOHAMED,VUMUAL WATERSITES AGENCIES,24-Nov,33017.66
MOHAMED,WAKAMASTER ENTERPRISES,24-Nov,110498.7
MOHAMED,ZEIZU COMPANY LIMITED,24-Nov,204769
GRACE,GRAJAN PACKAGING SOLUTIONS,24-Nov,97181.2608
GRACE,THADDY INVESTMENT LTD,24-Nov,106691.598
ESTHER,CHEMI & COTEX INDUSTRIES LTD,24-Nov,125872.11
ESTHER,GALAXY FOODS AND BEVERAGES,24-Nov,4100026.245
ESTHER,MAMUJEE PRODUCTS LTD,24-Nov,3327851.066
ESTHER,METAL CROWN,24-Nov,206903.4
ESTHER,OLA ENERGY KENYA LTD,24-Nov,717489
ESTHER,QWAY LIMITED,24-Nov,96744
ESTHER,TANGA PHARMACEUTICAL & PLASTIC,24-Nov,5403547.34
ESTHER,TOTAL KENYA LIMITED DR,24-Nov,6610523.746
ESTHER,UMOJA SHOE COMPANY LTD,24-Nov,106557.6
CAROL,AFRICA FUTURE VENTURES LIMITED,24-Nov,6955.36
CAROL,ALIMP GROUP LIMITED,24-Nov,8978.4
CAROL,AMITECH AUTO MOBILE LIMITED,24-Nov,4060
CAROL,BHATIA UNITED LTD,24-Nov,11600
CAROL,CITIQUEST,24-Nov,8700
CAROL,CLIQUE LIMITED,24-Nov,15950
CAROL,DEW POINT NATURALS,24-Nov,2436
CAROL,DORMANS COFFEE LIMITED,24-Nov,44929.12
CAROL,EAT N GO LIMITED,24-Nov,64960
CAROL,ECOZYM LIMITED,24-Nov,3351.24
CAROL,FLORENZA LIMITED,24-Nov,15567.2
CAROL,GADENIA FOODS ENTERPRISES,24-Nov,21135.2
CAROL,HEALTH WORKS LIMITED,24-Nov,11730.384
CAROL,JANI COSMETICS KENYA LTD,24-Nov,59549.76
CAROL,JUANCO SPS LTD,24-Nov,36192
CAROL,JUBILEE TISSUE INDUSTRIES LIMITED,24-Nov,101442
CAROL,KENPOLY MANUFACTURERS LIMITED,24-Nov,423906.4096
CAROL,LAKI LAKI LTD,24-Nov,194779.776
CAROL,MALACHITE LIMITED - DR,24-Nov,1853029.936
CAROL,MART NETWORKS KENYA LIMITED,24-Nov,1037.04
CAROL,MURPHY CHEMICALS EAST AFRICA LIMITED,24-Nov,98531.56
CAROL,NABICO ENTERPRISES LIMITED,24-Nov,67010.88
CAROL,NESTLE KENYA LIMITED,24-Nov,210508.1
CAROL,PRADIP ENTERPRISES (EA) LTD,24-Nov,1247710.5
CAROL,RINZ PRODUCTS LIMITED,24-Nov,16240
CAROL,ROSETO LIMITED,24-Nov,1102
CAROL,ROSHNI DISTRIBUTORS LIMITED,24-Nov,153120
CAROL,SIERRA FLORA LIMITED,24-Nov,1322.4
CAROL,SOUTH LEMON LIMITED,24-Nov,247561.4
CAROL,SOYS LIMITED,24-Nov,7962.24
CAROL,TAWI NATURAL LIMITED,24-Nov,67994.56
CAROL,TOP FOOD LIMITED,24-Nov,219783.8544
CAROL,VIVA GLOBAL LIMITED,24-Nov,9424.768
CAROL,VIVO ENERGY KENYA LIMITED,24-Nov,3324.56
CAROL,X-CENTRIC LIMITED,24-Nov,19975.2
CAROL,YEMKEN TRADING COMPANY LIMITED,24-Nov,69971.2
CAROL,ZD INDUSTRIES LIMITED,24-Nov,105759.984
CAROL,ALIMP GROUP LIMITED,24-Nov,36790.096
CAROL,BENARD WAKABA GITHAIGA,24-Nov,109720.688
